,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,pose
row_401,402.7964746618322,373.3630940518894,360.4511062543712,315.90188350182405,311.64242329952447,391.60183860651114,430.1918176813687,449.8110714511149,309.00647242412253,290.66303514551004,279.0627169652012,286.8762799535716,327.4095294886818,302.00165562460086,296.5299310356376,399.0050124998432,410.7067080046295,385.976683233586,418.5020907952552,302.67143902258107,302.67143902258107,302.67143902258107,268.70057685088807,268.70057685088807,285.53983960211224,2
row_402,572.1975183448457,644.9061947291249,672.6499832751057,757.1743524446665,831.7746088935392,601.592054468807,550.3635162326806,743.1745750300039,869.2640565443851,861.2345789620852,1022.5385078323457,1207.238170370702,866.2794006554698,1042.0451045900077,1218.048439102485,554.6548476304881,556.2490449430003,588.4632528884025,560.0303563200838,1265.4240396009552,1275.871858769524,1230.4247234187064,1265.4240396009552,1255.86504051988,1243.0325820347591,2
row_403,552.2513988988476,636.6945892655285,625.7195857570706,508.36916282144443,485.74080053884484,622.220758846714,706.5689153840887,743.1745750300039,561.4000356252216,525.449331524934,587.436805111835,641.8473338730947,597.4386997843377,629.9245986624113,923.4141987108429,555.6192857136945,552.7307144343027,551.9123737134424,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,639.2495600311353,2
row_404,970.1881260868945,904.1913514295522,849.7205422961127,738.4747795287257,674.5613389455402,959.6853651067104,1046.206958493395,1137.0277041479685,834.5927150412948,787.1873982731177,776.8101441150212,796.6354247709551,881.9716548733298,844.8437725402254,843.9223897965974,965.5444060218049,988.4963328207141,905.2402995890097,569.461772433292,830.4649300241401,830.4649300241401,839.86903741,789.2594645531603,794.1783243773126,814.4421403635743,2
row_405,220.80987296767324,298.9866217742861,310.46094762465697,508.36916282144443,485.74080053884484,273.82110948573705,233.3173804070327,743.1745750300039,414.48281025876094,414.9819273173231,516.1443596514448,790.4804128162561,415.81726755871983,510.68972967938174,601.1256108335429,224.18296099391677,220.80987296767324,251.85908758669004,569.461772433292,625.8594091327541,619.4513701655684,610.2392973252378,789.2594645531603,794.1783243773126,803.7967387468432,2
row_406,357.6870140220357,412.88497187473416,440.1136216933077,541.1922024567612,624.8199740725323,381.36858811391375,287.2107240337658,220.19309707617992,576.6671483620339,582.4405549066788,732.5189417346148,850.6991242501664,574.8669411263793,739.7431986845164,863.0052143527291,357.6870140220357,349.9957142594749,367.48333295538725,364.33089355694227,917.9335487931575,906.8682373972528,874.69880530386,917.9335487931575,906.5153059932303,861.9657765828061,2
row_407,514.2859126983744,564.96548567147,551.2104861121566,508.36916282144443,572.3154724450493,549.8454328263534,520.3633346038132,743.1745750300039,667.3027798533436,681.5350321150044,799.662428778544,939.3109176412249,683.8011406834593,808.2233602167163,932.2494301419551,514.2859126983744,514.2859126983744,551.9123737134424,527.8427796228722,948.1334294285799,948.1334294285799,939.3109176412249,954.8722427633971,939.3109176412249,939.3109176412249,2
row_408,521.724064999881,522.8001530221658,487.62690655869267,454.9428535541579,438.8393783606936,558.8022906180682,608.839059193807,674.9140686042928,485.40807574658254,455.8003949098772,473.8945030278364,496.4876634922564,504.60776846972936,509.8097684430929,502.63704598845476,535.5856607490533,535.5856607490533,551.9123737134424,548.3402228543881,975.5708415954293,974.866534903743,935.7731703286104,507.05522381689354,494.16191678436735,494.16191678436735,2
row_409,298.80428377116687,376.3841123108147,406.6509559806788,784.5113128566088,931.2496979865282,350.66365651433,341.34147125715623,931.2496979865282,564.1923430887732,561.0222811974584,752.7077786232849,790.4804128162561,574.543296888929,742.8916475503006,909.4333400530245,291.4515397111499,273.80467490530543,324.7352768025057,282.68179990936807,928.6382503429417,928.6382503429417,912.1951545584968,789.2594645531603,794.1783243773126,803.7967387468432,2
row_410,312.4163888146715,372.07526120396665,401.21440652100216,462.8747130703945,517.9227741661879,354.27813931994166,299.88331063932185,271.6799587750263,504.31042027703535,501.3990426795807,612.5520386057009,716.4530689445053,498.7273804394541,619.8265886520197,712.6247259252235,313.68296096536704,312.4163888146715,343.3598695246723,569.461772433292,745.7673900084395,737.8197611883271,733.2400698270656,740.8272403199007,736.3973112389806,728.5664005428744,2
row_411,552.2513988988476,576.366966010931,541.3725861545839,508.36916282144443,485.74080053884484,622.220758846714,706.5689153840887,743.1745750300039,680.9367463858883,655.5139542352499,684.5744162168027,790.4804128162561,712.9463237845083,832.4125457451918,923.4141987108429,555.6192857136945,552.7307144343027,551.9123737134424,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,2
row_412,199.4041122946064,234.29255216502295,251.82930726982514,290.20337696174386,318.14776441144454,227.03523955544875,213.3541656495134,199.2636444512646,332.12196554880256,332.9624603465081,391.8086267554608,473.4659438650261,331.8870289722092,399.9812495605263,464.0915857888397,191.7837323653912,193.82982226685345,205.86646157157313,196.7968495682794,486.96303761168565,482.77220301090244,477.66934169988343,486.96303761168565,491.79060584765136,482.58988800015277,2
row_413,485.77360982251804,586.6685606030035,604.0480113368473,736.5717887619645,485.74080053884484,572.489301210075,706.5689153840887,743.1745750300039,852.596035646425,854.4495303995433,1052.0384973944633,1250.7089989282078,878.7860945645419,1098.79388422033,1273.5481930417866,485.3339056773182,451.8108011103763,518.8024672262073,460.7222590672172,1344.2038535876916,1344.2038535876916,1284.9817119321192,1285.1182824938721,1275.009803883876,1273.5811713432324,2
row_414,869.795378235594,865.4299509492378,916.3110825478431,1047.9856869251603,1186.474188509805,792.755321647228,683.7170467379032,563.1207685745572,1158.98446926609,1181.6518099677248,1332.3756977669625,1556.2727909977737,1144.7694090951243,1360.4576435890976,1584.895264678395,849.0583018850944,822.0973178401691,551.9123737134424,749.9633324369933,1633.1616576444599,1633.1616576444599,1584.895264678395,1633.1616576444599,1633.1616576444599,1584.895264678395,2
row_415,1222.2209292922455,1095.2013513505176,1102.3692666252991,1048.8326844640187,485.74080053884484,1138.1269700696844,1190.1504106624507,1244.547307256739,917.3221898547969,878.4514784551279,800.49984384758,809.5541983091682,956.826525552046,852.390168878079,796.6241271766754,1213.1809428110878,1249.0060047894085,1182.1882252839434,1226.7228700892472,819.3711002958305,791.718384275621,780.3242915608869,819.3711002958305,806.8172035845542,793.5200060489968,2
row_416,266.58019431308094,271.6265819097976,286.2621176474456,508.36916282144443,370.84363281577316,278.78665678256556,706.5689153840887,743.1745750300039,367.29960522712247,374.2325480232846,447.9877230460674,549.156626109528,367.29960522712247,440.75957164876183,537.5360453030104,555.6192857136945,257.57717290163737,551.9123737134424,252.48564315620007,562.1743501797285,557.5733135651311,553.6108741706579,789.2594645531603,557.5733135651311,564.4129693761474,2
row_417,811.9667480876295,916.3110825478431,774.8044914686543,925.5765770588623,961.2013316678249,1095.4569822681308,1335.5661720783437,1042.8365164300683,1315.464936818918,1242.00644120713,1318.3209017534389,1453.1242204298985,1411.4506721809303,1727.6356676105063,2020.639750178146,779.4312028652689,844.5383354235614,723.2461545006652,918.4143944864976,2115.505849672839,2128.219913448796,2007.9633960807155,1563.0598197126046,1547.8375237730866,1446.123092962698,3
row_418,579.718034910076,591.3078724319506,541.0702357365446,511.8456798684541,579.0587189568947,642.800124455495,712.8001122334367,629.3647591023825,650.5328585090841,605.2313607208404,575.0695610097964,666.6108309951167,697.6675426017754,731.057453282572,819.5883112880515,551.8496171965693,604.4245196879425,551.8496171965693,604.4245196879425,834.3314689018987,841.2995899202614,812.6561388434841,675.2962312940892,675.2962312940892,658.1527178398643,3
row_419,110.16351483136329,125.93649193144932,105.75916035975324,126.57408897558773,143.01048912579805,152.0526224699857,193.59752064528098,168.51409436602032,188.36666371733614,172.23530416264836,193.19679086361657,257.76927667974707,206.22802913280242,265.11318337645906,324.04012097269685,103.36827366266692,113.1591799192624,95.81753492967766,124.66354719804824,343.7513636336589,343.7513636336589,330.3891644712338,281.13519879232484,279.55679208346913,259.4802497301095,3
row_420,379.09629383574827,419.30537797648145,360.95983156024437,408.72729294726577,446.99216995379237,481.4156208516712,579.2797251760154,481.4000415454905,596.1560198471537,563.9875885159177,596.6472994994614,644.5246310266195,640.6004995314943,755.5885123531193,905.7046980114435,344.379151517626,386.29134082969034,338.2454729926182,407.32542272733235,947.8269884319606,953.0902370709712,900.4143490638074,652.2399865080337,671.0923930428656,652.2399865080337,3
row_421,579.718034910076,591.3078724319506,541.0702357365446,511.8456798684541,579.0587189568947,642.800124455495,712.8001122334367,629.3647591023825,650.5328585090841,605.2313607208404,575.0695610097964,666.6108309951167,697.6675426017754,731.057453282572,819.5883112880515,551.8496171965693,604.4245196879425,551.8496171965693,604.4245196879425,834.3314689018987,841.2995899202614,812.6561388434841,675.2962312940892,675.2962312940892,658.1527178398643,3
row_422,312.200256245891,318.9435686763412,292.76953393411685,279.8303057211638,311.8012187275733,344.26879033685293,380.1815355853043,337.53962730322496,344.82024302526094,320.764711276038,327.34080100103625,359.4885255470611,356.5529413705628,374.2325480232846,923.4141987108429,298.30353668704635,312.200256245891,286.55540476494247,325.1122882943676,975.5708415954293,974.866534903743,935.7731703286104,359.4885255470611,364.0879014743555,355.5629339512205,3
row_423,522.498803826382,576.366966010931,517.0270785945355,557.8476494527874,622.643557743915,622.220758846714,706.5689153840887,743.1745750300039,685.5370157766829,654.138364568231,793.2042612089272,921.4532001138202,701.0007132663989,828.7291475506337,923.4141987108429,502.4509926351027,542.6978901746348,482.5733104928204,562.1049724028422,975.5708415954293,974.866534903743,935.7731703286104,930.2085787606992,930.2085787606992,941.7027131743861,3
row_424,401.9378061342327,479.3380852801079,446.0011210748242,304.1742921418574,284.91753192810023,499.7299270606074,706.5689153840887,743.1745750300039,651.0069124056979,638.2491676453641,852.6535052411384,1050.533673901032,672.5488829817502,852.6148016542992,923.4141987108429,373.48360071092816,396.1843005471065,380.9278146840947,424.3229901855425,975.5708415954293,974.866534903743,935.7731703286104,1070.3989910309147,1066.4304946877692,1079.004170520207,3
row_425,522.498803826382,576.366966010931,517.0270785945355,557.8476494527874,622.643557743915,622.220758846714,706.5689153840887,743.1745750300039,685.5370157766829,654.138364568231,793.2042612089272,921.4532001138202,701.0007132663989,828.7291475506337,923.4141987108429,502.4509926351027,542.6978901746348,482.5733104928204,562.1049724028422,975.5708415954293,974.866534903743,935.7731703286104,930.2085787606992,930.2085787606992,941.7027131743861,3
row_426,387.4906450483676,400.10623589241897,363.4184915493432,352.8994190984168,399.7424170637887,433.64732214093056,480.49245571600807,431.9363379017792,439.33244815287657,430.359152336743,502.19518117958876,582.1760901995203,470.08297139973064,551.1769225938256,468.3641745479686,387.4906450483676,405.2468383590426,370.74249823833253,405.2468383590426,975.5708415954293,974.866534903743,454.6053233300288,601.8679257112809,598.3519031473035,590.2169092799697,3
row_427,841.8913231528164,872.1129514002185,799.1157613262299,776.8101441150212,894.724538615098,973.0087358292319,1041.3308792117903,927.4357120577146,965.7768893486735,906.8594157861515,860.9047566368768,987.5429104600975,1026.8325082504937,1116.2974513990434,1224.470906146814,808.2233602167163,841.8913231528164,808.2233602167163,911.2853559670539,1260.4269118040918,1282.2761013135978,1242.7393129695383,1042.8000767165297,1015.8129749122129,987.5429104600975,3
row_428,193.96133635340834,205.38743875904387,182.50753409106156,177.05366418123066,209.41107898103195,236.24775131204953,273.73892671668017,230.4951192541829,256.96108654813867,239.06902768865731,282.8992753613908,790.4804128162561,269.0074348414928,319.69516730785904,373.8769851167627,183.63550854886427,200.4120754844877,177.341478509682,209.65924735150605,394.7353543831614,394.7353543831614,376.3787985527346,789.2594645531603,794.1783243773126,803.7967387468432,3
row_429,811.9667480876295,916.3110825478431,774.8044914686543,925.5765770588623,961.2013316678249,1095.4569822681308,1335.5661720783437,1042.8365164300683,1315.464936818918,1242.00644120713,1318.3209017534389,1453.1242204298985,1411.4506721809303,1727.6356676105063,2020.639750178146,779.4312028652689,844.5383354235614,723.2461545006652,918.4143944864976,2115.505849672839,2128.219913448796,2007.9633960807155,1563.0598197126046,1547.8375237730866,1446.123092962698,3
row_430,505.3009004543728,517.6446657698696,454.2158077390086,456.7209213513215,528.4325879428709,559.2897281373939,597.7039400907443,528.4325879428709,548.0036496228835,528.9234349128426,511.3482179493735,573.5616793336179,585.8882145938762,626.80459475023,691.7253790341945,483.54213880488226,505.3009004543728,461.8062364238924,526.089346024038,710.0063379998801,725.0,701.1797201859164,587.7482454248587,587.7482454248587,585.6833615529811,3
row_431,661.0484097250367,669.0321367468083,618.4658438426491,613.4248120185554,650.8148738312609,719.802750758845,737.2767458695547,675.8609324409867,718.126033506654,688.6544852101089,652.6446199885509,729.8547800761464,741.8119707850501,792.3282148200959,833.9688243573617,658.8846636551802,684.6232540602167,633.1674344120993,684.6232540602167,822.8195427917351,842.7692448114134,813.8034160655753,742.8593406560894,742.8593406560894,729.8547800761464,3
row_432,505.3009004543728,517.6446657698696,454.2158077390086,456.7209213513215,528.4325879428709,559.2897281373939,597.7039400907443,528.4325879428709,548.0036496228835,528.9234349128426,511.3482179493735,573.5616793336179,585.8882145938762,626.80459475023,691.7253790341945,483.54213880488226,505.3009004543728,461.8062364238924,526.089346024038,710.0063379998801,725.0,701.1797201859164,587.7482454248587,587.7482454248587,585.6833615529811,3
row_433,1097.3244734352734,1115.252886120453,994.0643842327316,991.6395514500216,1093.3585871067187,1201.3263503311662,1274.088301492483,1172.800068212822,1163.6601737620824,1089.888067647316,1061.6991099176828,1280.1581933495563,1238.6008235101413,1306.0451753289394,1418.905564158517,1052.3540278822522,1093.994972566145,1014.3456018537272,1137.8804858156238,1451.182276628267,1481.6565054019775,1435.285685847943,1324.924526152339,1278.9155562428662,1327.3620455625512,3
row_434,1509.4002120047553,1668.5670498964073,1539.8103779361925,1692.5826420000885,1726.7370963757048,1850.0789172356945,2151.6405368927217,1847.6365984684326,2118.7092768947796,2050.7376721560463,2151.1020431397483,2314.1635637957834,2279.4758169368674,2700.2166579739487,3126.5140332325395,1475.06237156264,1524.645860519747,1460.5950842036955,1607.7493585755212,3189.1142971050754,3214.3182792001166,3214.3182792001166,789.2594645531603,794.1783243773126,2314.1635637957834,3
row_435,605.4428131541409,617.5078946863756,566.1492736019362,598.9532536016479,636.019653784378,668.1466904804663,720.569219436967,636.019653784378,667.7192523808191,643.5666243676718,610.6078938238516,744.043009509531,691.1765331664552,765.1640347010567,846.626245754288,605.4428131541409,631.2186625884884,578.6968118108134,631.2186625884884,850.6521028011392,869.186401182163,846.626245754288,763.4029080374269,763.4029080374269,734.1178379524639,3
row_436,588.192145476289,675.5301621689441,564.0257086339238,723.8929478866334,720.5345238085404,802.8598881498565,995.6063479106589,801.6264716187958,979.5718452466873,934.2510369274416,1057.279527844931,1145.1571944497402,1053.189916396848,1346.3019720701593,1664.0507804751633,547.5226022731847,594.9495776954548,501.0039920000638,644.0155277631122,1708.6281046500435,1715.946968877535,1664.0507804751633,1263.2853992665316,1217.4584181810892,1109.2961732558172,3
row_437,322.3678023624568,329.3690938749415,288.7351727794866,304.809776746088,322.2374900597384,355.65854411218635,382.0287947262614,335.5607247578298,347.177188190699,334.90297102295165,352.7775503061384,410.8345165635429,371.1940193483726,406.99508596542046,447.6259599263653,308.475282640279,322.3678023624568,294.5929394944828,335.2760057027642,454.45791884397835,458.2401117318299,442.7595284124329,432.0428219517135,422.2428211349484,420.9002257067582,3
row_438,646.3806927809648,678.0914392616972,628.0127387243033,612.6303942835353,707.0077793065647,728.1160621769033,805.0124222644021,731.3795184444257,777.7814603087425,734.5311429748912,717.6308243101045,856.1144783263509,812.1576201698781,905.225386298904,1017.6015919798868,646.3806927809648,672.9517070340189,619.9354805139,672.9517070340189,1035.413443992302,1051.460412949532,1034.456378974,886.5353912845217,886.5353912845217,840.8810855287446,3
row_439,346.80253747629934,352.9546713106373,307.3271872125862,325.0123074592715,347.2463102755737,383.2310008337008,412.6802636424475,375.0,390.59057848340376,359.0891254271006,356.9313659514949,421.90046219457975,418.1506905411015,431.5599610714599,923.4141987108429,329.8620923962012,345.77593901253454,314.95078980691574,361.69738732813653,975.5708415954293,974.866534903743,935.7731703286104,405.2505397898934,413.25173925828796,430.2859514323004,3
row_440,102.18121158021175,108.85311203635843,92.59049627256569,104.1393297462587,110.27692415006868,124.65151423067431,143.65583872575453,118.1185844818672,137.93114224133723,128.14444974324874,145.34441853748632,153.83757668398187,147.18695594379278,167.20047846821492,197.3676771915807,97.29337079164233,105.38026380684383,93.39164844888434,110.02272492535349,208.85641000457707,208.85641000457707,199.9124808509964,789.2594645531603,794.1783243773126,156.97452022541748,3
row_441,281.7800560721074,342.8541964159109,308.45745249547787,332.54323027239633,379.90656746100086,379.8697145074874,461.4000433463352,403.20962290104137,449.0044543208898,655.5139542352499,684.5744162168027,641.0896973123184,469.6594510919588,555.5474777190515,641.0896973123184,274.76535443901946,283.89434654462565,551.9123737134424,320.5448486561592,665.6823566837264,665.6823566837264,656.6650592196908,665.6823566837264,661.0975722236469,656.6650592196908,3
row_442,552.2513988988476,623.0128409591571,631.8108894281579,618.0008090609591,584.6067054011611,614.5054922455942,581.4206738670375,575.0869499475709,697.7750353803151,705.6415520645025,747.3928016779396,798.4967125793318,690.1898289601202,749.9793330485847,809.0692182996459,555.6192857136945,552.7307144343027,607.9753284468046,589.9711857370663,809.0692182996459,809.0692182996459,835.259241194014,798.4967125793318,798.4967125793318,798.4967125793318,3
row_443,271.1401851441427,280.0803456153252,244.76110802167898,240.63457773146402,284.05985284795173,315.7847368065784,352.42304124446804,306.86316168611705,319.8280788173546,305.20321099228295,386.83976010746363,461.24722221385787,341.1231449198368,421.8447581753269,351.3360214950924,258.3118270617898,270.25358462007495,247.34793308212625,284.0422503783548,975.5708415954293,974.866534903743,935.7731703286104,474.8136476555829,474.8136476555829,467.60346448673795,3
row_444,149.6262009141447,159.69971822141704,128.82546332150332,146.4137971640651,161.9783936208777,190.68560512005095,225.8782858089728,179.7386992275175,222.0495440211486,207.93508602446101,284.5224068504975,357.3261815204702,231.79516819813134,298.6452745315084,254.42091109026396,141.7956275771577,155.72411502397438,135.79396157414365,162.49615380063616,272.6187814513153,272.6187814513153,250.6671099286861,370.77890986408596,368.2132534279558,367.63160908714036,3
row_445,105.11898020814318,122.9186723000212,106.83164325236227,120.06664815842908,128.69343417595164,140.61649974309557,163.37686494727458,135.20724832641184,171.67993476233616,164.84234892769516,209.61870145576228,261.5434954266689,184.83506160899236,227.2003521124032,276.81221071332817,99.00505037623081,107.33592129385204,93.53608929178085,117.0,289.05708778717053,290.73871431235295,276.81221071332817,279.30807363912703,278.16002588438187,269.80919183749097,3
row_446,359.30210130195456,373.81546249453083,341.891795748304,351.062672467467,377.5778065511796,421.35258394840776,456.55339227739836,393.517471022571,438.32065887886233,416.42766478705516,494.99292924242866,581.0370039851163,452.7626309668235,553.6442901358236,464.0043103248072,342.6149442158062,376.01728683665596,342.6149442158062,376.01728683665596,464.0043103248072,484.2003717470692,443.81302369353693,609.5982283438823,598.9499144335861,600.374882885685,3
row_447,92.13034245024816,98.40731680114035,89.9388681271896,110.30865786510141,485.74080053884484,107.33592129385204,706.5689153840887,109.83624174196785,134.30189872075525,130.73637596323374,146.4923206178399,209.97380789041284,712.9463237845083,146.4923206178399,923.4141987108429,83.57032966310472,87.31551981177229,82.29216244576394,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,3
row_448,1052.3540278822522,1068.9270321214633,988.1072816248244,983.1724162119277,1133.4941552562148,1191.2094694049406,1260.1603072625323,1093.3585871067187,1182.02622644339,1105.4239005919856,1285.2431676534989,1419.3132141990366,1219.7692404713277,1413.914070939249,923.4141987108429,1049.5418047891185,1091.2900622657571,1010.7427961652756,1134.6699960781548,975.5708415954293,974.866534903743,935.7731703286104,1450.0582746910552,1450.0582746910552,1434.902784163443,3
row_449,383.4188310451118,428.92073859863666,359.6845840455218,388.444333206188,470.93311627024065,501.78082864932173,627.7141068989927,508.2764995551142,611.4000327118081,602.1901692987025,786.0235365432768,976.8541344540647,653.8172527549269,870.1040167704089,923.4141987108429,361.1384775955063,394.17889339740145,351.0128202786901,431.52056729662377,975.5708415954293,974.866534903743,935.7731703286104,1018.9941118573747,1013.28081004231,983.0732424392396,3
row_450,185.06485349736184,204.47249203743763,173.62315513778685,182.49657531033287,205.38013535880242,237.6930794112441,289.6377047278203,228.56946427727394,290.4892424858449,274.0218969352632,298.4928809871351,790.4804128162561,312.92970456637704,379.8697145074874,490.2407571795719,175.93464695732902,190.70395905696347,171.4788616710526,206.52602741543257,493.32545038746986,495.62586696014966,500.4887611125748,789.2594645531603,794.1783243773126,803.7967387468432,3
row_451,517.0009671170839,574.9513022856805,525.4607501992894,564.427143216908,579.3901966723289,621.7523622793885,678.3457820315535,601.7682278086805,720.2846659481236,675.1925651249427,687.5092726647401,741.1140263144397,738.4050379026405,834.4848710432083,947.937234209101,504.31141172890386,529.8697953271162,491.81500587111003,542.0857865688788,968.1224096156436,974.530143197223,968.1224096156436,788.2011164671109,788.2011164671109,749.123487817596,3
row_452,247.68124676688785,280.0660636349931,226.37358503146962,306.86967917994116,310.65253902068787,337.24175304964837,416.9844121786808,327.14064253773176,430.4474416232486,407.66285089519744,684.5744162168027,790.4804128162561,449.0044543208898,577.8762843377465,717.5966833814102,232.99785406737118,264.39364591457183,216.01157376399996,278.6862034618865,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,3
row_453,552.2513988988476,292.9846412356798,232.24340679554285,233.32380932943812,305.026228380446,365.78819007726315,442.19113514406865,338.3740533788015,378.71493236998197,343.6538956566621,334.2708482652952,442.6036601746533,422.93380096653425,523.3469212673368,923.4141987108429,555.6192857136945,552.7307144343027,551.9123737134424,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,479.29218645832316,479.29218645832316,440.45431091090484,3
row_454,560.121415409195,574.7947459745957,527.1517807994202,533.5484982642159,572.3713829324454,622.8073538422616,676.1575260248162,618.5539588427189,635.8152247312107,614.3175074828977,704.9687936355765,804.7322536098575,672.6187627475166,774.6128065039978,681.065341945984,560.121415409195,584.6888061182632,535.5940627004746,584.6888061182632,697.6030389842063,689.2205742721267,673.145600891813,825.9987893453598,808.79478237684,804.7322536098575,3
row_455,114.38968484964018,136.49908424601244,120.21647141718975,156.0833110873805,115.67627241573788,158.38244852255568,207.88939366884497,233.95084953895764,235.76471322061747,226.24102192131292,684.5744162168027,790.4804128162561,252.4480144505003,832.4125457451918,923.4141987108429,103.73041983911952,116.09048195265622,98.84331034521254,124.72369462135092,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,3
row_456,43.46262762420146,44.94441010848846,41.617304093369626,46.66904755831214,485.74080053884484,48.30113870293329,706.5689153840887,743.1745750300039,55.90169943749474,53.2634959423431,684.5744162168027,790.4804128162561,57.982756057296896,832.4125457451918,923.4141987108429,40.85339643163099,42.720018726587654,39.0,43.657759905886145,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,1
row_457,300.56779601281306,310.517310306527,275.3633962602873,229.61271741782946,199.2234925906079,345.3259329966401,389.7550512822124,381.9803659875727,365.5680511204446,345.2028389222777,331.36837507523256,395.83456140160376,386.4776837024358,454.8549219256619,498.5067702649584,285.9545418418809,310.2337828154761,273.3806869550225,310.2337828154761,532.8648984498791,532.8648984498791,503.75887088963503,383.74079793527295,383.74079793527295,395.83456140160376,1
row_458,307.6572768520192,350.21850322334484,324.3038698504845,253.29824318380102,194.6175737183053,373.8769851167627,400.8391198473522,372.97721110008854,464.2251608863957,452.62014979450487,449.5786916658751,548.3183381941552,481.6326400899341,567.387874385768,634.6432068493289,301.4962686336267,313.9554108468271,294.8219801846531,321.10434441159464,665.2435644183264,653.2878385520429,630.353075664742,571.1996148458085,557.2297551279903,563.5601121442148,1
row_459,552.2513988988476,2315.705723964079,2445.3449654394367,2693.3074462452296,2681.6860368059492,2237.6639604730644,2084.459882079768,1901.5151853193283,2614.027161297296,2756.8142846408787,3169.349775584891,3464.31883636596,2545.14930799747,2703.754796574571,2888.638606679624,555.6192857136945,552.7307144343027,2388.18759732145,2221.8355024618722,2944.205325720338,2835.6586536464506,2939.3409125176345,3529.990368258814,3529.990368258814,3508.899115107187,1
row_460,274.08392875176025,286.1904959987316,241.23225323326895,261.01724080987447,255.50146770615623,316.6591227171578,374.31804658605495,432.0752249319556,329.70592957967864,305.6304958606062,258.36795466930494,348.67319942892084,355.0352095215346,444.2004052226877,497.8081959952046,273.00183149568795,288.8909828983937,258.2750471880704,305.761344842673,975.5708415954293,974.866534903743,496.2307930791881,362.70787143374764,794.1783243773126,362.70787143374764,1
row_461,374.9266594948937,397.3675880088863,369.57949077295945,374.5317076029745,412.2353696615563,420.0488066879848,464.61274196905106,425.26462349929835,450.58406540844294,426.27925119573905,405.58353023760714,457.35106865514155,475.0,545.5501810099599,573.013961435496,356.3958473383213,371.38928363645607,345.33751606218516,389.8640788787805,610.9042478163005,610.9042478163005,579.7111349629228,459.2254348356589,449.6276237065512,474.5966708690654,1
row_462,352.17751205890477,372.13438432910226,338.031063661315,270.29613389761977,216.81328372588243,419.84878230143767,498.2218381404011,568.6369667898844,450.7205342559844,423.0011820314454,407.3573369905101,518.3097529470191,480.77957527332626,573.7909026814559,657.2221846529528,347.85054261852173,361.1592446553182,340.02646955788606,373.56257842562337,693.6749959455076,693.6749959455076,647.7167590853273,516.7475205552514,516.7475205552514,523.4137942393188,1
row_463,135.20724832641184,158.52129194527782,145.64683312726027,160.11246047700348,125.7179382586272,169.7586522095413,205.08047201037937,212.26869764522513,207.66318884193223,201.2958022413781,198.8617610301186,250.05999280172747,216.3631207022121,252.23996511258878,292.07190895394234,126.81088281373961,133.68619973654722,125.2078272313676,141.2267680009707,312.47399891831,306.8110167513546,294.2940706164499,254.568261965234,247.58432906789557,250.05999280172747,1
row_464,552.2513988988476,283.8626428398073,541.3725861545839,508.36916282144443,485.74080053884484,622.220758846714,706.5689153840887,743.1745750300039,680.9367463858883,655.5139542352499,684.5744162168027,790.4804128162561,712.9463237845083,832.4125457451918,923.4141987108429,555.6192857136945,552.7307144343027,551.9123737134424,569.461772433292,975.5708415954293,974.866534903743,935.7731703286104,789.2594645531603,794.1783243773126,803.7967387468432,1
row_465,290.0017241328058,313.0399335548102,289.3890115398302,243.52823244954578,213.9369065869655,337.0370899470858,373.53580818979054,743.1745750300039,353.27751131369797,332.50112781763613,305.3686296920494,359.48435292791254,363.91757308489514,434.1082814229648,483.82641515320347,287.7846417027844,300.18827425467504,277.7516876636396,314.6823795511913,498.3593081301883,498.3593081301883,478.23216119370306,352.1959681768092,346.1459229862458,359.48435292791254,1
row_466,832.6830129166801,907.7670406001752,769.6856501195797,550.2181385596081,430.2650346007679,1032.357496219212,1246.5712975999406,1267.5598605194155,1149.5168550308429,1056.51549917642,1038.3010160834863,1388.732515641511,1246.3466612463806,1637.8766742340524,1890.712035186744,790.2082004130303,857.1814277036104,765.6768247766155,899.1785139781755,2035.1363590678636,2035.1363590678636,1892.3702069098424,1429.5069079931025,1396.755168238156,1428.7774494301063,1
row_467,300.56779601281306,310.517310306527,275.3633962602873,229.61271741782946,199.2234925906079,345.3259329966401,389.7550512822124,381.9803659875727,365.5680511204446,345.2028389222777,331.36837507523256,395.83456140160376,386.4776837024358,454.8549219256619,498.5067702649584,285.9545418418809,310.2337828154761,273.3806869550225,310.2337828154761,532.8648984498791,532.8648984498791,503.75887088963503,383.74079793527295,383.74079793527295,395.83456140160376,1
